scope,candidate_id,profile_id,repeat,layer_id,mode,image_count,logical_bits,padding_bits,packetized_bits,packet_count,compute_cycles,memory_cycles,noc_cycles,post_op_cycles,conversion_cycles,conversion_energy_pj,total_or_sequential_cycles,canonical_trace_hash,compute_timing_distinguishes_arithmetic_profile,arithmetic_profile_hash,model_hash,dataset_hash,workload_hash,mapping_hash,transport_hash,lowering_hash
layer,c-04d6e6c6f8aaac48,fp8_a8,0,conv1,full_system,10000,1428481200,80,1428481280,11160010,210938,11160015,11160010,2700000,1395002,57139248,26625965,8056d6defa8fac4962f0f63f1e436358b31f6cadfea21065c2031e04ad2aa3cb,False,bfbe2411c0a847e4fa8620482ad4d9fb00dc144ca7de3a7efe8e1e82419d4769,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-050ff4ea5c3cd7ba,fp8_a16,0,conv2,full_system,10000,849939200,0,849939200,6640150,375000,6640155,6640150,800000,830020,33997568,15285325,bfa358e3e3d949e604e7739f9146b18c1c757fa98f5329acf94866bb086b60be,False,f7b7a2441d48d596fb2d80f6309bf0556122ebe908e468f398921aa5040597a1,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-076c737f701cbc8c,fp32_a32,0,conv1,compute_only,10000,5713924800,64,5713924864,44640038,210938,0,0,0,0,0,210938,ca4747d4c15c00f601c6542d6412ca79fb98d56c6d66bfd184491a2d506bab5e,False,d6bc3bc19dbaf462913fa17a720130755ac9e00ae3684979f2900b9641d9b008,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-0807b93365b7a711,fp32_a32,1,fc3,full_system,10000,30106880,0,30106880,235210,2051,235215,235210,0,0,0,472476,1bff4f2c47a5e811ba3ed7f7f07a07504ad0bbeb40bec0693b6ba07f02096d0e,False,d6bc3bc19dbaf462913fa17a720130755ac9e00ae3684979f2900b9641d9b008,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-094172620a907171,fp8_a16,0,conv2,compute_only,10000,849939200,0,849939200,6640150,375000,0,0,0,0,0,375000,792cddc03f0835d4bf294c90296721e0bfd9784d3473dce7986d22b6b14f9a7a,False,f7b7a2441d48d596fb2d80f6309bf0556122ebe908e468f398921aa5040597a1,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-0a6681383b895bb5,fp32_a32,1,fc2,full_system,10000,65602560,0,65602560,512520,24610,512525,512520,52500,0,0,1102155,aea5866ed4888c5555f3e5092f0bbe0acaa1ab672186c509027aa976398da988,False,d6bc3bc19dbaf462913fa17a720130755ac9e00ae3684979f2900b9641d9b008,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-0ccc3cc5574b7ce9,fp8_a16,1,fc3,full_system,10000,7526720,64,7526784,58803,2051,58808,58803,0,7352,301068.8,127014,7e491e74e04f8f534547e270a09816833a189ac6d7aded2abecab24677b63c6d,False,f7b7a2441d48d596fb2d80f6309bf0556122ebe908e468f398921aa5040597a1,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-0eca3e289722a956,fp16_a16,1,fc3,full_system,10000,15053440,0,15053440,117605,2051,117610,117605,0,14702,602137.6,251968,0bfa7684125a2d78c5cb3978ae4fb3c69983fc471a29176e113f7f6681d23131,False,9196e177d37aac9db152e9d397bb83e19c19e0aa5e2740a47fee1bc4caabb476,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-1199da575be8c99c,fp32_a32,0,conv2,full_system,10000,3399756800,0,3399756800,26560600,375000,26560605,26560600,800000,0,0,54296205,cb79a39b8b57597579c1fa6b03a3d78cb4a7af750d9bce0786d63760d598f48a,False,d6bc3bc19dbaf462913fa17a720130755ac9e00ae3684979f2900b9641d9b008,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-1208fef10bf2bf66,fp8_a8,1,fc2,compute_only,10000,16400640,0,16400640,128130,24610,0,0,0,0,0,24610,16f5d0dbbaa3c206ed0934e97a1c4bd50d06ff676a6ba40f9fc060f9392856a7,False,bfbe2411c0a847e4fa8620482ad4d9fb00dc144ca7de3a7efe8e1e82419d4769,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-18689a23955b0057,fp8_a16,1,fc2,full_system,10000,16400640,0,16400640,128130,24610,128135,128130,52500,16018,656025.6,349393,66792a5f82a8584dad2d0046257acf717a8d36639cbab77f52e49142e78ba8b4,False,f7b7a2441d48d596fb2d80f6309bf0556122ebe908e468f398921aa5040597a1,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-1bdfda774f69bd66,fp8_a8,1,fc1,full_system,10000,30325760,0,30325760,236920,75000,236925,236920,75000,29616,1213030.4000000001,653461,6daf9d587b3e78887455db6e90d521d45892e970baa895299e0154519a2ab1d0,False,bfbe2411c0a847e4fa8620482ad4d9fb00dc144ca7de3a7efe8e1e82419d4769,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-1c3deb082c7bdd0d,fp16_a16,1,fc2,compute_only,10000,32801280,0,32801280,256260,24610,0,0,0,0,0,24610,16f5d0dbbaa3c206ed0934e97a1c4bd50d06ff676a6ba40f9fc060f9392856a7,False,9196e177d37aac9db152e9d397bb83e19c19e0aa5e2740a47fee1bc4caabb476,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-1df3de6e969e191f,fp16_a16,1,conv1,full_system,10000,2856962400,32,2856962432,22320019,210938,22320024,22320019,2700000,2790004,114278496,50340985,0c003474f1c3eeb44f784ea566f7fc6d975a8971ac699e08c7540373d895996f,False,9196e177d37aac9db152e9d397bb83e19c19e0aa5e2740a47fee1bc4caabb476,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-1e15e477cee672b9,fp8_a16,1,conv1,compute_only,10000,1428481200,80,1428481280,11160010,210938,0,0,0,0,0,210938,ca4747d4c15c00f601c6542d6412ca79fb98d56c6d66bfd184491a2d506bab5e,False,f7b7a2441d48d596fb2d80f6309bf0556122ebe908e468f398921aa5040597a1,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-2025dd29b0114eb9,fp8_a16,1,fc1,full_system,10000,30325760,0,30325760,236920,75000,236925,236920,75000,29616,1213030.4000000001,653461,6daf9d587b3e78887455db6e90d521d45892e970baa895299e0154519a2ab1d0,False,f7b7a2441d48d596fb2d80f6309bf0556122ebe908e468f398921aa5040597a1,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-2081da95c73dd774,fp8_a8,0,conv1,compute_only,10000,1428481200,80,1428481280,11160010,210938,0,0,0,0,0,210938,ca4747d4c15c00f601c6542d6412ca79fb98d56c6d66bfd184491a2d506bab5e,False,bfbe2411c0a847e4fa8620482ad4d9fb00dc144ca7de3a7efe8e1e82419d4769,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-22062743758e4bd5,fp8_a8,0,fc1,compute_only,10000,30325760,0,30325760,236920,75000,0,0,0,0,0,75000,468a0897aadfb6b2e6ba8f8a9cb5dc05afc2c8cc26908851b0e17a94ec94e33c,False,bfbe2411c0a847e4fa8620482ad4d9fb00dc144ca7de3a7efe8e1e82419d4769,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-2a8c2717b0540362,fp8_a8,1,fc2,full_system,10000,16400640,0,16400640,128130,24610,128135,128130,52500,16018,656025.6,349393,66792a5f82a8584dad2d0046257acf717a8d36639cbab77f52e49142e78ba8b4,False,bfbe2411c0a847e4fa8620482ad4d9fb00dc144ca7de3a7efe8e1e82419d4769,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-2b87c9c0eae1d911,fp32_a32,0,conv1,full_system,10000,5713924800,64,5713924864,44640038,210938,44640043,44640038,2700000,0,0,92191019,dbdfebc6c0f99e2997c741aa7207a01a7bdd518546c1072d07b86d9d4090f46a,False,d6bc3bc19dbaf462913fa17a720130755ac9e00ae3684979f2900b9641d9b008,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-2eed35c3d651689b,fp16_a16,1,conv2,full_system,10000,1699878400,0,1699878400,13280300,375000,13280305,13280300,800000,1660038,67995136,29395643,785ddc1dd844424af995a135ddb43a282206f48653808dfee6b52aec4f432322,False,9196e177d37aac9db152e9d397bb83e19c19e0aa5e2740a47fee1bc4caabb476,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-327a647b8678e5a6,fp16_a16,1,fc1,compute_only,10000,60651520,0,60651520,473840,75000,0,0,0,0,0,75000,468a0897aadfb6b2e6ba8f8a9cb5dc05afc2c8cc26908851b0e17a94ec94e33c,False,9196e177d37aac9db152e9d397bb83e19c19e0aa5e2740a47fee1bc4caabb476,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-3b3d80949009cc92,fp16_a16,0,fc3,full_system,10000,15053440,0,15053440,117605,2051,117610,117605,0,14702,602137.6,251968,0bfa7684125a2d78c5cb3978ae4fb3c69983fc471a29176e113f7f6681d23131,False,9196e177d37aac9db152e9d397bb83e19c19e0aa5e2740a47fee1bc4caabb476,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-3b92270028ebf7a9,fp8_a16,0,conv1,full_system,10000,1428481200,80,1428481280,11160010,210938,11160015,11160010,2700000,1395002,57139248,26625965,8056d6defa8fac4962f0f63f1e436358b31f6cadfea21065c2031e04ad2aa3cb,False,f7b7a2441d48d596fb2d80f6309bf0556122ebe908e468f398921aa5040597a1,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-40f31b635eeacd66,fp8_a16,0,fc3,full_system,10000,7526720,64,7526784,58803,2051,58808,58803,0,7352,301068.8,127014,7e491e74e04f8f534547e270a09816833a189ac6d7aded2abecab24677b63c6d,False,f7b7a2441d48d596fb2d80f6309bf0556122ebe908e468f398921aa5040597a1,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-47d9e8853c02e654,fp8_a16,0,fc2,full_system,10000,16400640,0,16400640,128130,24610,128135,128130,52500,16018,656025.6,349393,66792a5f82a8584dad2d0046257acf717a8d36639cbab77f52e49142e78ba8b4,False,f7b7a2441d48d596fb2d80f6309bf0556122ebe908e468f398921aa5040597a1,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-4c8fca06c218b519,fp16_a16,0,conv2,full_system,10000,1699878400,0,1699878400,13280300,375000,13280305,13280300,800000,1660038,67995136,29395643,785ddc1dd844424af995a135ddb43a282206f48653808dfee6b52aec4f432322,False,9196e177d37aac9db152e9d397bb83e19c19e0aa5e2740a47fee1bc4caabb476,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-4dcacf1e0de50436,fp16_a16,1,fc2,full_system,10000,32801280,0,32801280,256260,24610,256265,256260,52500,32034,1312051.2,621669,44911b482fb55abbb7420ce72279bdaeb7a5577c40c0ddebb66715e1f662f205,False,9196e177d37aac9db152e9d397bb83e19c19e0aa5e2740a47fee1bc4caabb476,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
