scope,candidate_id,profile_id,repeat,layer_id,mode,image_count,logical_bits,padding_bits,packetized_bits,packet_count,compute_cycles,memory_cycles,noc_cycles,post_op_cycles,conversion_cycles,conversion_energy_pj,total_or_sequential_cycles,canonical_trace_hash,compute_timing_distinguishes_arithmetic_profile,arithmetic_profile_hash,model_hash,dataset_hash,workload_hash,mapping_hash,transport_hash,lowering_hash
layer,c-af3bbc76a7ea21a0,fp32_a32,1,conv2,compute_only,10000,3399756800,0,3399756800,26560600,375000,0,0,0,0,0,375000,792cddc03f0835d4bf294c90296721e0bfd9784d3473dce7986d22b6b14f9a7a,False,d6bc3bc19dbaf462913fa17a720130755ac9e00ae3684979f2900b9641d9b008,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-b00e9524f0517fa4,fp16_a16,1,conv1,compute_only,10000,2856962400,32,2856962432,22320019,210938,0,0,0,0,0,210938,ca4747d4c15c00f601c6542d6412ca79fb98d56c6d66bfd184491a2d506bab5e,False,9196e177d37aac9db152e9d397bb83e19c19e0aa5e2740a47fee1bc4caabb476,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-b06d92411ac610b5,fp8_a16,1,fc2,compute_only,10000,16400640,0,16400640,128130,24610,0,0,0,0,0,24610,16f5d0dbbaa3c206ed0934e97a1c4bd50d06ff676a6ba40f9fc060f9392856a7,False,f7b7a2441d48d596fb2d80f6309bf0556122ebe908e468f398921aa5040597a1,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-b6769b6dc8235353,fp32_a32,0,fc1,full_system,10000,121303040,0,121303040,947680,75000,947685,947680,75000,0,0,2045365,a47b530e3587edde3cdbbf3d5f836d1910d5912509a1536e12f13586c5a69935,False,d6bc3bc19dbaf462913fa17a720130755ac9e00ae3684979f2900b9641d9b008,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-b6d11029b3b4d537,fp8_a16,1,conv2,full_system,10000,849939200,0,849939200,6640150,375000,6640155,6640150,800000,830020,33997568,15285325,bfa358e3e3d949e604e7739f9146b18c1c757fa98f5329acf94866bb086b60be,False,f7b7a2441d48d596fb2d80f6309bf0556122ebe908e468f398921aa5040597a1,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-c0d88f22c1273aeb,fp8_a16,0,fc2,compute_only,10000,16400640,0,16400640,128130,24610,0,0,0,0,0,24610,16f5d0dbbaa3c206ed0934e97a1c4bd50d06ff676a6ba40f9fc060f9392856a7,False,f7b7a2441d48d596fb2d80f6309bf0556122ebe908e468f398921aa5040597a1,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-c775fceb4071c443,fp8_a8,0,conv2,full_system,10000,849939200,0,849939200,6640150,375000,6640155,6640150,800000,830020,33997568,15285325,bfa358e3e3d949e604e7739f9146b18c1c757fa98f5329acf94866bb086b60be,False,bfbe2411c0a847e4fa8620482ad4d9fb00dc144ca7de3a7efe8e1e82419d4769,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-c8995ad03400af4f,fp8_a8,1,fc3,compute_only,10000,7526720,64,7526784,58803,2051,0,0,0,0,0,2051,bf4d7d001e47e60c0afc18b80bc613f0da6e108c7c71ce4714732e1feb991bb2,False,bfbe2411c0a847e4fa8620482ad4d9fb00dc144ca7de3a7efe8e1e82419d4769,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-cce4d01ee390e393,fp32_a32,1,fc2,compute_only,10000,65602560,0,65602560,512520,24610,0,0,0,0,0,24610,16f5d0dbbaa3c206ed0934e97a1c4bd50d06ff676a6ba40f9fc060f9392856a7,False,d6bc3bc19dbaf462913fa17a720130755ac9e00ae3684979f2900b9641d9b008,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-cd6f36912eb96301,fp32_a32,0,fc3,full_system,10000,30106880,0,30106880,235210,2051,235215,235210,0,0,0,472476,1bff4f2c47a5e811ba3ed7f7f07a07504ad0bbeb40bec0693b6ba07f02096d0e,False,d6bc3bc19dbaf462913fa17a720130755ac9e00ae3684979f2900b9641d9b008,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-cdd38119f83159a9,fp32_a32,0,fc1,compute_only,10000,121303040,0,121303040,947680,75000,0,0,0,0,0,75000,468a0897aadfb6b2e6ba8f8a9cb5dc05afc2c8cc26908851b0e17a94ec94e33c,False,d6bc3bc19dbaf462913fa17a720130755ac9e00ae3684979f2900b9641d9b008,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-db0920e28ad02303,fp8_a16,1,conv2,compute_only,10000,849939200,0,849939200,6640150,375000,0,0,0,0,0,375000,792cddc03f0835d4bf294c90296721e0bfd9784d3473dce7986d22b6b14f9a7a,False,f7b7a2441d48d596fb2d80f6309bf0556122ebe908e468f398921aa5040597a1,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-db2748ce9c9deef7,fp8_a8,0,conv2,compute_only,10000,849939200,0,849939200,6640150,375000,0,0,0,0,0,375000,792cddc03f0835d4bf294c90296721e0bfd9784d3473dce7986d22b6b14f9a7a,False,bfbe2411c0a847e4fa8620482ad4d9fb00dc144ca7de3a7efe8e1e82419d4769,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-db2a4082e102a16c,fp32_a32,1,conv2,full_system,10000,3399756800,0,3399756800,26560600,375000,26560605,26560600,800000,0,0,54296205,cb79a39b8b57597579c1fa6b03a3d78cb4a7af750d9bce0786d63760d598f48a,False,d6bc3bc19dbaf462913fa17a720130755ac9e00ae3684979f2900b9641d9b008,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-dd1a38ba7648dc47,fp32_a32,1,conv1,full_system,10000,5713924800,64,5713924864,44640038,210938,44640043,44640038,2700000,0,0,92191019,dbdfebc6c0f99e2997c741aa7207a01a7bdd518546c1072d07b86d9d4090f46a,False,d6bc3bc19dbaf462913fa17a720130755ac9e00ae3684979f2900b9641d9b008,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-dd559c521b7e70bc,fp32_a32,0,conv2,compute_only,10000,3399756800,0,3399756800,26560600,375000,0,0,0,0,0,375000,792cddc03f0835d4bf294c90296721e0bfd9784d3473dce7986d22b6b14f9a7a,False,d6bc3bc19dbaf462913fa17a720130755ac9e00ae3684979f2900b9641d9b008,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-dd8bd1267994efc3,fp16_a16,0,conv2,compute_only,10000,1699878400,0,1699878400,13280300,375000,0,0,0,0,0,375000,792cddc03f0835d4bf294c90296721e0bfd9784d3473dce7986d22b6b14f9a7a,False,9196e177d37aac9db152e9d397bb83e19c19e0aa5e2740a47fee1bc4caabb476,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-e18cc01d0b9e5d62,fp8_a8,1,conv2,full_system,10000,849939200,0,849939200,6640150,375000,6640155,6640150,800000,830020,33997568,15285325,bfa358e3e3d949e604e7739f9146b18c1c757fa98f5329acf94866bb086b60be,False,bfbe2411c0a847e4fa8620482ad4d9fb00dc144ca7de3a7efe8e1e82419d4769,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-ef43312c163aa536,fp16_a16,0,fc1,compute_only,10000,60651520,0,60651520,473840,75000,0,0,0,0,0,75000,468a0897aadfb6b2e6ba8f8a9cb5dc05afc2c8cc26908851b0e17a94ec94e33c,False,9196e177d37aac9db152e9d397bb83e19c19e0aa5e2740a47fee1bc4caabb476,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-f2e7bb47da3db4d3,fp32_a32,1,conv1,compute_only,10000,5713924800,64,5713924864,44640038,210938,0,0,0,0,0,210938,ca4747d4c15c00f601c6542d6412ca79fb98d56c6d66bfd184491a2d506bab5e,False,d6bc3bc19dbaf462913fa17a720130755ac9e00ae3684979f2900b9641d9b008,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-fbd8bc16b229c934,fp32_a32,0,fc2,full_system,10000,65602560,0,65602560,512520,24610,512525,512520,52500,0,0,1102155,aea5866ed4888c5555f3e5092f0bbe0acaa1ab672186c509027aa976398da988,False,d6bc3bc19dbaf462913fa17a720130755ac9e00ae3684979f2900b9641d9b008,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
layer,c-ff0dd01ace9890d2,fp8_a16,1,fc1,compute_only,10000,30325760,0,30325760,236920,75000,0,0,0,0,0,75000,468a0897aadfb6b2e6ba8f8a9cb5dc05afc2c8cc26908851b0e17a94ec94e33c,False,f7b7a2441d48d596fb2d80f6309bf0556122ebe908e468f398921aa5040597a1,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
network,c-08bddfb25417d3b0,fp32_a32,0,sequential_network,full_system_sequential,10000,9330694080,64,9330694144,72896048,687599,72896073,72896048,3627500,0,0,150107220,d0625f234376a033e71204560a178a385f32ee0262690630ae59c49c843dd393,False,d6bc3bc19dbaf462913fa17a720130755ac9e00ae3684979f2900b9641d9b008,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
network,c-0dc185edd198f6dc,fp8_a16,1,sequential_network,full_system_sequential,10000,2332673520,144,2332673664,18224013,687599,18224038,18224013,3627500,2278008,93306940.8,43041158,405952af2ed4c038b57a4d9dbae02d63505dfcf637d5f97b29b2b4059abe2b37,False,f7b7a2441d48d596fb2d80f6309bf0556122ebe908e468f398921aa5040597a1,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
network,c-1f6617652f5039ab,fp8_a8,0,sequential_network,full_system_sequential,10000,2332673520,144,2332673664,18224013,687599,18224038,18224013,3627500,2278008,93306940.8,43041158,405952af2ed4c038b57a4d9dbae02d63505dfcf637d5f97b29b2b4059abe2b37,False,bfbe2411c0a847e4fa8620482ad4d9fb00dc144ca7de3a7efe8e1e82419d4769,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
network,c-31447926f274411a,fp8_a16,0,sequential_network,full_system_sequential,10000,2332673520,144,2332673664,18224013,687599,18224038,18224013,3627500,2278008,93306940.8,43041158,405952af2ed4c038b57a4d9dbae02d63505dfcf637d5f97b29b2b4059abe2b37,False,f7b7a2441d48d596fb2d80f6309bf0556122ebe908e468f398921aa5040597a1,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
network,c-35c04c5375323477,fp16_a16,0,sequential_network,full_system_sequential,10000,4665347040,32,4665347072,36448024,687599,36448049,36448024,3627500,4556008,186613881.6,81767180,d2f9cafcf269bc02a0e8f5d3e467100815417659e17404a79654f6ffab8c5fca,False,9196e177d37aac9db152e9d397bb83e19c19e0aa5e2740a47fee1bc4caabb476,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
network,c-a184484f823ec9da,fp16_a16,1,sequential_network,full_system_sequential,10000,4665347040,32,4665347072,36448024,687599,36448049,36448024,3627500,4556008,186613881.6,81767180,d2f9cafcf269bc02a0e8f5d3e467100815417659e17404a79654f6ffab8c5fca,False,9196e177d37aac9db152e9d397bb83e19c19e0aa5e2740a47fee1bc4caabb476,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
network,c-dd2edeb3264a9e0a,fp8_a8,1,sequential_network,full_system_sequential,10000,2332673520,144,2332673664,18224013,687599,18224038,18224013,3627500,2278008,93306940.8,43041158,405952af2ed4c038b57a4d9dbae02d63505dfcf637d5f97b29b2b4059abe2b37,False,bfbe2411c0a847e4fa8620482ad4d9fb00dc144ca7de3a7efe8e1e82419d4769,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
network,c-e4c09b2889d8234e,fp32_a32,1,sequential_network,full_system_sequential,10000,9330694080,64,9330694144,72896048,687599,72896073,72896048,3627500,0,0,150107220,d0625f234376a033e71204560a178a385f32ee0262690630ae59c49c843dd393,False,d6bc3bc19dbaf462913fa17a720130755ac9e00ae3684979f2900b9641d9b008,0aa004a4bd1bbbdaf550a115ad0ed5cda16b6269b8753b97bd076cd1fc55d662,966dd94342cd0fe7cdd440e38d300a44dbd251332ad1676a20d9aed674435791,52a866d12f0d58d5214ba4d0e8cdbc9545d18198f0b434559907a5298c4af0be,1ab0c62fdab06a43ac0f8b29e8c8dc9fe3f80f6928b3257402670f799948c3a5,0db37a43e7fd987f613d82cd84c81b1dc37a34fb008fcc3ccece6cdcf0d56e78,d2cf194a94ceadff199234521a0a2767d524bf9029ccb897071c4c8a2eeb7adb
